"","genes","PPEE","PPDE","PostFC","RealFC","Direction","WTL1.genes.results","WTL2.genes.results","WTL3.genes.results","WTD1.genes.results","WTD2.genes.results","WTD3.genes.results"
"1780","gene-ACX60_RS09045_ACX60_RS09045",4.17463841273502e-11,0.999999999958254,0.49484040040837,0.49429696894434,"D Over L",652.029609487435,440.776940658484,647.204755285929,390.936354197075,309.661325320275,261.44577173108
"1818","gene-ACX60_RS09240_ACX60_RS09240",0.00832078263045444,0.991679217369546,2.76869616646733,2.76912382108122,"D Over L",2621.26125202675,1163.74047001556,2311.4455545926,7465.93086186121,5231.2747847832,1116.02224947894
"1846","gene-ACX60_RS09385_ACX60_RS09385",0.0425112275850729,0.957488772414927,0.505815693104888,0.5053902182274,"D Over L",447.5858349561,669.355523060773,558.811013198212,182.357506683392,243.725833997326,100.155842901956
"1883","gene-ACX60_RS09575_ACX60_RS09575",0.0148728355182215,0.985127164481779,0.529853833971803,0.528827379545415,"D Over L",156.253456248949,282.931144341595,210.316144967327,145.409253695253,93.0161395448734,58.5326354621821
"1900","gene-ACX60_RS09660_ACX60_RS09660",0.0313326667452524,0.968667333254748,0.496076489328321,0.495707004087759,"D Over L",665.902579902061,734.131864002138,469.401251086498,721.086872833019,520.419413656127,317.376956728276
"1938","gene-ACX60_RS09850_ACX60_RS09850",0.000169499281524099,0.999830500718476,0.428247558435809,0.427199017284226,"D Over L",386.982858934312,329.838149850859,437.904630342599,102.501605063867,127.161304694257,45.5253831372527
"1939","gene-ACX60_RS09855_rpsT",0.00279333602236276,0.997206663977637,2.3936650469156,2.3946260852715,"D Over L",471.680994097293,649.997076342664,539.506632742273,790.215862294697,858.338806686237,3060.60647205588
"1945","gene-ACX60_RS09885_ACX60_RS09885",0.0435380608478994,0.956461939152101,0.508474978813623,0.507995652462629,"D Over L",533.014126456693,486.939390524745,612.660074470039,212.154484899632,268.451643243432,122.268171854336
"1952","gene-ACX60_RS09920_ACX60_RS09920",0.0454617241259485,0.954538275874051,0.526675141274693,0.525261610269054,"D Over L",147.491580197606,165.291352746932,176.787484175434,77.4721433622252,85.9516226174146,48.1268336022386
"2008","gene-ACX60_RS10225_ACX60_RS10225",5.25474785906255e-09,0.999999994745252,0.474327380148152,0.474245509350729,"D Over L",3931.16172170252,3588.75819928023,4522.30512680953,2014.27572741786,2193.53250597594,841.569225422929
"2061","gene-ACX60_RS10490_ACX60_RS10490",0.000109914269963429,0.999890085730037,0.486793194262929,0.4867446859313,"D Over L",5720.04474885169,4970.65347269602,6871.34342229001,1810.46439641877,2052.24216742676,805.148918913127
"2175","gene-ACX60_RS11070_yfcF",0.0186708927030117,0.981329107296988,0.504361760646851,0.504108057156743,"D Over L",833.8385375528,1066.94823642501,1029.22828430871,339.685551665141,374.419397155313,175.597906386546
"2176","gene-ACX60_RS11075_yghU",0.00317657680670269,0.996823423193297,0.505473000263263,0.505336783111082,"D Over L",1862.62881724798,1544.2084035907,2193.58723180898,511.316146190686,686.435561451407,312.174055798304
"2197","gene-ACX60_RS11180_ACX60_RS11180",1.41553047395826e-05,0.99998584469526,0.401847146451528,0.400446174798819,"D Over L",132.158297107756,151.889351172856,171.70738405545,48.8670442746344,78.8871056899559,50.7282840672245
"2200","gene-ACX60_RS11200_katE",0.0345107812626743,0.965489218737326,0.260538078379544,0.260521460552585,"D Over L",23798.7156681226,27536.6459008672,27653.0169931195,1529.18092205746,2128.7744341409,412.32989870026
"2204","gene-ACX60_RS11220_ACX60_RS11220",0.00279630538264819,0.997203694617352,0.326459384613779,0.324739163063496,"D Over L",370.91941950685,361.109486857035,391.167709238748,30.9888573448901,25.9032287340154,9.10507662745054
"2237","gene-ACX60_RS11390_ACX60_RS11390",0.00952537984131752,0.990474620158682,0.539188711308268,0.536713574125839,"D Over L",120.475795705965,94.558566661533,122.938422903607,42.9076486313863,44.741940540572,36.4203065098022
"2357","gene-ACX60_RS12000_ACX60_RS12000",2.66856869934884e-08,0.999999973314313,0.446294394074369,0.443738197857319,"D Over L",201.523149180887,108.705123878613,203.20400479935,57.2101981751817,60.0483938833993,41.6232074397739
"2371","gene-ACX60_RS12080_ACX60_RS12080",0.000170621520200864,0.999829378479799,2.29765534718296,2.30540154320137,"D Over L",126.31704640686,50.6297837242854,121.92240287961,189.508781455289,220.177444239131,381.11249312043
"2404","gene-ACX60_RS12250_ACX60_RS12250",0.0169900766837475,0.983009923316252,0.265301510118607,0.26528536809946,"D Over L",35043.123267346,37433.279507679,38823.1411369397,4698.3875251368,5781.12968563707,383.713943585416
"2529","gene-ACX60_RS12885_ACX60_RS12885",0.0359936281728096,0.96400637182719,2.25600126515742,2.30900612823601,"D Over L",8.76187605134291,9.67922335905456,8.12816019197399,45.2914068886855,41.2096820768426,20.811603719887
"2542","gene-ACX60_RS12950_ACX60_RS12950",0.00578348290361119,0.994216517096389,2.06339858396649,2.07066116571849,"D Over L",88.348916851041,92.3248997325204,90.4257821357106,179.973748426092,182.500020626017,235.431267081221
"2581","gene-ACX60_RS13150_ACX60_RS13150",7.00350497376823e-05,0.999929964950262,1.90027080696944,1.90266236890412,"D Over L",297.173629408047,84.8793433024784,310.902127343005,524.426816605832,672.30652759649,823.359072168028
"2610","gene-ACX60_RS13295_ACX60_RS13295",4.05086508155073e-05,0.999959491349184,0.511461339974439,0.509278810684228,"D Over L",102.952043603279,100.515011805567,117.858322783623,48.8670442746344,60.0483938833993,31.2174055798304
"2618","gene-ACX60_RS13335_ACX60_RS13335",0.0343895675520751,0.965610432447925,0.496390811313898,0.496296772458541,"D Over L",4419.63631156488,2116.77169306093,4705.18873112894,989.259676779183,1143.27432276041,338.188560448163
"2631","gene-ACX60_RS13400_ACX60_RS13400",0.0439928070609407,0.956007192939059,2.36149180059879,2.38065051882415,"D Over L",25.5554718164168,40.9505603652308,28.448560671909,48.8670442746344,52.9838769559405,52.0290092997174
"2702","gene-ACX60_RS13760_ACX60_RS13760",0.0106249582077803,0.98937504179222,2.32833590013287,2.34407498784191,"D Over L",39.4284422310431,34.9941152211972,38.6087609118764,91.7746929060206,108.322592887701,291.362452078417
"2735","gene-ACX60_RS13925_ACX60_RS13925",0.000842452976687391,0.999157547023313,1.82650501456763,1.82753931314714,"D Over L",284.760971668644,330.582705493863,278.389486575109,437.41964021441,435.645210526622,521.590818229667
"2765","gene-ACX60_RS14075_ACX60_RS14075",1.63202784619898e-14,0.999999999999984,0.50597208395721,0.504292612197653,"D Over L",122.666264718801,107.216012592604,121.92240287961,77.4721433622252,60.0483938833993,70.2391625546185
"2795","gene-ACX60_RS14225_rplY",0.022372343528179,0.977627656471821,3.03189147545707,3.03385138764611,"D Over L",413.26848708834,250.17069604941,437.904630342599,1007.13786370893,1275.1453054063,2591.04466312593
"2804","gene-ACX60_RS14270_acpP",0.000813615143471558,0.999186384856528,2.25439962082886,2.25483373181231,"D Over L",1077.71075431518,671.589189989785,1354.35469198767,1511.30273512772,1959.22602788189,2766.64256951247
"2807","gene-ACX60_RS14285_rpmF",1.31909242417905e-08,0.999999986809076,3.20807693056914,3.21017380724829,"D Over L",347.554416703269,370.044154573086,531.378472550299,556.607553079372,778.274281508371,1289.0187054005
"2809","gene-ACX60_RS14295_ACX60_RS14295",0.013505279809114,0.986494720190886,0.521366705133414,0.520402568523089,"D Over L",156.98361258656,354.408486069998,215.396245087311,116.804154607663,203.693571408394,218.521839058813
"2820","gene-ACX60_RS14350_ACX60_RS14350",0.000278233178918508,0.999721766821081,0.3342211800349,0.33392177012494,"D Over L",2324.08762261871,990.259005195581,2613.20350171964,367.098771624083,390.90326998605,373.308141725472
"2841","gene-ACX60_RS14455_ACX60_RS14455",0.0221091118589494,0.977890888141051,2.17973527654721,2.18610326854786,"D Over L",147.491580197606,99.7704561625623,144.274843407538,199.043814484486,234.306478094048,347.293637075614
"2852","gene-ACX60_RS14515_ACX60_RS14515",5.2458126972299e-06,0.999994754187303,0.237482104852804,0.237477104272862,"D Over L",107636.726665397,87956.5917750147,125176.715016471,8659.00186963948,13078.7756717019,1352.75424179265
"2861","gene-ACX60_RS14560_nuoM",0.000463023978611532,0.999536976021388,0.494639876454361,0.494619721137098,"D Over L",10380.6326518285,9015.07972549481,12871.9576840148,6271.66797495429,6144.95230740119,7245.03954498565
"2862","gene-ACX60_RS14565_nuoL",7.20033017695965e-05,0.99992799669823,0.531482774644518,0.531463262313882,"D Over L",10233.8712279685,9083.5788446512,12332.4510512725,6176.31764466232,6121.403917643,7640.4600156635
"2864","gene-ACX60_RS14575_nuoJ",0.00220122125112632,0.997798778748874,0.532622502369564,0.532514232019911,"D Over L",1746.53395956769,1868.83466394053,2194.60325183298,1104.8719522582,1116.19367453848,1387.87382306996
"2866","gene-ACX60_RS14585_nuoH",4.77230080991875e-05,0.999952276991901,0.502993897312353,0.502959976294639,"D Over L",5750.71131503139,5610.22677003662,7394.59373464833,2800.9159523266,2990.64549929087,3787.71187701943
"2916","gene-ACX60_RS14840_ACX60_RS14840",0.0226153563233751,0.977384643676625,0.493185210322889,0.492655009835034,"D Over L",438.093802567145,562.884066111173,468.385231062501,243.143342244522,261.387126315973,146.981951271702
"2942","gene-ACX60_RS14970_raiA",0.0147760329141988,0.985223967085801,0.305842799358038,0.305786519140966,"D Over L",4277.25582573056,5728.61111727429,5829.92289769334,673.411707687035,733.532340967799,279.655924985981
"2968","gene-ACX60_RS15100_ACX60_RS15100",1.60725712516907e-07,0.999999839274287,4.15190314626389,4.15304548374691,"D Over L",1190.88498664502,556.183065324135,1353.33867196367,2953.47648079375,2653.90352574867,3479.4399969186
"3073","gene-ACX60_RS15625_ACX60_RS15625",0.0498427384657535,0.950157261534247,0.4554291531873,0.454949716238336,"D Over L",396.474891323267,509.27605981487,449.080850606563,151.368649338502,133.048402133806,110.561644761899
"3147","gene-ACX60_RS15995_infA",0,1,2.80275784617826,2.80670212689171,"D Over L",277.459408292525,240.491472690355,354.590988374865,420.733332413315,503.93554082539,936.522167394913
"3159","gene-ACX60_RS16055_katG",0.0254501505065472,0.974549849493453,0.467319891828864,0.467289088568132,"D Over L",7258.48415219999,7901.22448356053,8196.23353358177,3035.71614067058,3694.74235306092,867.583730072788
"3192","gene-ACX60_RS16225_tusA",0.0095077337968793,0.990492266203121,1.93656738616203,1.94289434500859,"D Over L",91.9996985391005,73.7110086574155,99.5699623516813,112.036638093064,114.20969032725,140.478325109237
"3262","gene-ACX60_RS16580_ACX60_RS16580",0.000236407593675825,0.999763592406324,0.491109645123402,0.489966233175625,"D Over L",303.014880108942,183.905243822037,370.847308758813,97.7340885492687,96.5483980086027,48.1268336022386
"3269","gene-ACX60_RS16615_ACX60_RS16615",4.34663123149992e-06,0.999995653368769,0.490776984198904,0.490219613630885,"D Over L",567.331474324453,424.396716512392,627.90037482999,166.863078010947,209.580668847943,75.4420634845902
"3310","gene-ACX60_RS16820_ACX60_RS16820",0.0279359801948189,0.972064019805181,0.546369539302016,0.545229276800943,"D Over L",173.777208351634,253.148918621427,197.107884655369,112.036638093064,107.145173399791,68.9384373221256
"3404","gene-ACX60_RS17295_ACX60_RS17295",0.0357455938175701,0.96425440618243,2.1155840956216,2.1159335011675,"D Over L",1994.05695801812,1023.76400913077,2033.05606801749,3649.53389192513,3745.37139104104,4068.6685272379
"3460","gene-ACX60_RS17575_ACX60_RS17575",0.0295012759401071,0.970498724059893,2.21561616298433,2.21616391181862,"D Over L",891.520888224141,636.595074768588,655.332915477903,4732.95201986764,3014.19388904906,1369.66366981506
"3467","gene-ACX60_RS17610_ACX60_RS17610",0.000969733698850672,0.999030266301149,0.50939181962029,0.509185288740526,"D Over L",1111.29794584533,1129.49091043737,1143.02252699634,566.142586108569,572.225871124158,214.619663361334
"3528","gene-ACX60_RS17920_ACX60_RS17920",5.95394844538077e-11,0.999999999940461,3.55636301068984,3.59546830917166,"D Over L",265.046750553123,26.8040031481511,186.947684415402,401.663266354921,342.629070981749,139.177599876744
"3555","gene-ACX60_RS18055_grpE",0.00571403403043236,0.994285965969568,1.91342729189449,1.9142129654396,"D Over L",580.474288401468,294.844034629662,679.717396053825,924.898203832104,969.016238549757,1263.00420075064
"3573","gene-ACX60_RS18150_ACX60_RS18150",0.0179471020363879,0.982052897963612,0.406639794458959,0.40639537285823,"D Over L",1837.07334543156,1316.37437683142,2426.25581730423,429.076486313863,500.403282361661,59.833360694675
"3591","gene-ACX60_RS18255_ACX60_RS18255",0.00209949288019795,0.997900507119802,0.513789287989662,0.513623617619504,"D Over L",1375.61454006084,1382.63982905879,1599.21551777088,477.943530588497,414.451659744246,332.985659518191
"3663","gene-ACX60_RS18650_ACX60_RS18650",5.26864398209259e-06,0.999994731356018,2.54293839988405,2.55853236073226,"D Over L",194.221585804768,32.7604482921846,180.851564271421,220.497638800179,244.903253485236,232.829816616235
"3665","gene-ACX60_RS18660_trbJ",1.05830037355759e-06,0.999998941699626,2.36268341474485,2.36566224769835,"D Over L",686.346957355194,155.612129387877,657.364955525896,911.787533416958,1018.46785704197,797.344567518169
"3666","gene-ACX60_RS18665_trbK",0.000877455656294934,0.999122544343705,3.14189782575397,3.19149069217033,"D Over L",71.5553210859671,16.3802241460923,51.8170212238342,101.309725935218,127.161304694257,89.7500410420125
"3667","gene-ACX60_RS18670_trbL",1.35539693734144e-05,0.999986446030627,2.69402277093817,2.69707213484014,"D Over L",1079.90122332801,122.851681095692,923.562201813044,1429.06307525089,1724.91954978784,1279.91362877305
"3668","gene-ACX60_RS18675_ACX60_RS18675",2.75978688879519e-06,0.999997240213111,2.86507679008011,2.94457183795069,"D Over L",35.7776605429835,13.4020015740755,37.5927408878797,39.3320112454374,74.1774277383168,45.5253831372527
"3677","gene-ACX60_RS18720_ACX60_RS18720",0.000270181300643935,0.999729818699356,2.16342267591453,2.17134984012473,"D Over L",151.142361885665,34.249559578193,131.066583095581,160.903682367699,219.000024751221,165.192104526603
"3681","gene-ACX60_RS18755_ACX60_RS18755",2.05320094259775e-10,0.99999999979468,0.435359691493973,0.435292303893899,"D Over L",3371.79625302141,4064.68561184494,3759.71097739829,1435.8567862842,1499.66742755582,1052.55986538561
"3774","gene-ACX60_RS19590_ACX60_RS19590",0.00450537110753613,0.995494628892464,0.319592120918717,0.318220672948046,"D Over L",264.316594215511,318.669815205796,367.799248686823,64.3614729470794,80.0645251778657,44.2246579047598
